COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF HOSPITALIZATIONS,AGE-ADJUSTED HOSPITALIZATION RATE,COMMENT
Monterey,2015,Age groups,65+ years,65+ years,73,15.5,
Napa,2015,Age groups,65+ years,65+ years,29,12.4,
Nevada,2015,Age groups,65+ years,65+ years,14,6.1,
Orange,2015,Age groups,65+ years,65+ years,566,14.2,
Placer,2015,Age groups,65+ years,65+ years,51,8.2,
Plumas,2015,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2015,Age groups,65+ years,65+ years,269,8.9,
Sacramento,2015,Age groups,65+ years,65+ years,202,10.9,
San Benito,2015,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2015,Age groups,65+ years,65+ years,356,16.3,
San Diego,2015,Age groups,65+ years,65+ years,414,10.1,
San Francisco,2015,Age groups,65+ years,65+ years,167,13.8,
San Joaquin,2015,Age groups,65+ years,65+ years,103,11.9,
San Luis Obispo,2015,Age groups,65+ years,65+ years,27,5.8,
San Mateo,2015,Age groups,65+ years,65+ years,162,15.2,
Santa Barbara,2015,Age groups,65+ years,65+ years,49,8.1,
Santa Clara,2015,Age groups,65+ years,65+ years,370,16.7,
Santa Cruz,2015,Age groups,65+ years,65+ years,40,12.6,
Shasta,2015,Age groups,65+ years,65+ years,24,7.1,
Sierra,2015,Age groups,65+ years,65+ years,0,0,
Siskiyou,2015,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2015,Age groups,65+ years,65+ years,78,13.3,
Sonoma,2015,Age groups,65+ years,65+ years,84,9.9,
Stanislaus,2015,Age groups,65+ years,65+ years,101,15.9,
Sutter,2015,Age groups,65+ years,65+ years,14,9.8,
Tehama,2015,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2015,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2015,Age groups,65+ years,65+ years,74,15.2,
Tuolumne,2015,Age groups,65+ years,65+ years,12,10.1,
Ventura,2015,Age groups,65+ years,65+ years,134,11.8,
Yolo,2015,Age groups,65+ years,65+ years,26,11.1,
Yuba,2015,Age groups,65+ years,65+ years,14,16.6,
California,2015,Race/ethnicity,White,All ages,9269,5.8,
Alameda,2015,Race/ethnicity,White,All ages,275,5,
Alpine,2015,Race/ethnicity,White,All ages,0,0,
Amador,2015,Race/ethnicity,White,All ages,25,8.5,
Butte,2015,Race/ethnicity,White,All ages,107,7.1,
Calaveras,2015,Race/ethnicity,White,All ages,30,7.4,
Colusa,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2015,Race/ethnicity,White,All ages,338,6.1,
Del Norte,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2015,Race/ethnicity,White,All ages,31,2.8,
Fresno,2015,Race/ethnicity,White,All ages,297,9.1,
Glenn,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2015,Race/ethnicity,White,All ages,59,5.5,
Imperial,2015,Race/ethnicity,White,All ages,17,5.4,
Inyo,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2015,Race/ethnicity,White,All ages,299,7.9,
Kings,2015,Race/ethnicity,White,All ages,46,8.7,
Lake,2015,Race/ethnicity,White,All ages,40,8.4,
Lassen,2015,Race/ethnicity,White,All ages,26,10.7,
Los Angeles,2015,Race/ethnicity,White,All ages,1932,6.5,
Madera,2015,Race/ethnicity,White,All ages,47,7.4,
Marin,2015,Race/ethnicity,White,All ages,50,2.4,
Mariposa,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2015,Race/ethnicity,White,All ages,19,3.4,
Merced,2015,Race/ethnicity,White,All ages,88,8.8,
Modoc,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2015,Race/ethnicity,White,All ages,65,5.5,
Napa,2015,Race/ethnicity,White,All ages,32,2.6,
Nevada,2015,Race/ethnicity,White,All ages,55,7.3,
Orange,2015,Race/ethnicity,White,All ages,829,6,
Placer,2015,Race/ethnicity,White,All ages,118,4.2,
Plumas,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2015,Race/ethnicity,White,All ages,552,5.8,
Sacramento,2015,Race/ethnicity,White,All ages,414,5.9,
San Benito,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2015,Race/ethnicity,White,All ages,653,8.6,
San Diego,2015,Race/ethnicity,White,All ages,691,4.4,
San Francisco,2015,Race/ethnicity,White,All ages,121,3.8,
San Joaquin,2015,Race/ethnicity,White,All ages,146,5.5,
San Luis Obispo,2015,Race/ethnicity,White,All ages,82,5,
San Mateo,2015,Race/ethnicity,White,All ages,134,3.4,
Santa Barbara,2015,Race/ethnicity,White,All ages,82,4.3,
Santa Clara,2015,Race/ethnicity,White,All ages,328,4.9,
Santa Cruz,2015,Race/ethnicity,White,All ages,63,3.9,
Shasta,2015,Race/ethnicity,White,All ages,87,6.1,
Sierra,2015,Race/ethnicity,White,All ages,0,0,
Siskiyou,2015,Race/ethnicity,White,All ages,13,4.2,
Solano,2015,Race/ethnicity,White,All ages,98,4.9,
Sonoma,2015,Race/ethnicity,White,All ages,167,4.9,
Stanislaus,2015,Race/ethnicity,White,All ages,197,7.4,
Sutter,2015,Race/ethnicity,White,All ages,19,3.5,
Tehama,2015,Race/ethnicity,White,All ages,34,7.7,
Trinity,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2015,Race/ethnicity,White,All ages,132,7.8,
Tuolumne,2015,Race/ethnicity,White,All ages,34,7.4,
Ventura,2015,Race/ethnicity,White,All ages,203,4.4,
Yolo,2015,Race/ethnicity,White,All ages,54,5.9,
Yuba,2015,Race/ethnicity,White,All ages,32,7.1,
California,2015,Race/ethnicity,Black,All ages,5145,23.2,
Alameda,2015,Race/ethnicity,Black,All ages,491,26.4,
Alpine,2015,Race/ethnicity,Black,All ages,0,0,
Amador,2015,Race/ethnicity,Black,All ages,0,0,
Butte,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2015,Race/ethnicity,Black,All ages,0,0,
Colusa,2015,Race/ethnicity,Black,All ages,0,0,
Contra Costa,2015,Race/ethnicity,Black,All ages,219,22.8,
Del Norte,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2015,Race/ethnicity,Black,All ages,185,37.4,
Glenn,2015,Race/ethnicity,Black,All ages,0,0,
Humboldt,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Imperial,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2015,Race/ethnicity,Black,All ages,0,0,
Kern,2015,Race/ethnicity,Black,All ages,121,24.7,
Kings,2015,Race/ethnicity,Black,All ages,18,19.6,
Lake,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2015,Race/ethnicity,Black,All ages,2138,26.1,
Madera,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2015,Race/ethnicity,Black,All ages,0,0,
Mendocino,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2015,Race/ethnicity,Black,All ages,18,22.1,
Modoc,2015,Race/ethnicity,Black,All ages,0,0,
Mono,2015,Race/ethnicity,Black,All ages,0,0,
Monterey,2015,Race/ethnicity,Black,All ages,22,25.9,
Napa,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Nevada,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2015,Race/ethnicity,Black,All ages,75,15.3,
Placer,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2015,Race/ethnicity,Black,All ages,234,16.5,
Sacramento,2015,Race/ethnicity,Black,All ages,336,23.2,
San Benito,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2015,Race/ethnicity,Black,All ages,374,20,
San Diego,2015,Race/ethnicity,Black,All ages,267,19.2,
San Francisco,2015,Race/ethnicity,Black,All ages,184,41,
San Joaquin,2015,Race/ethnicity,Black,All ages,100,17.8,
San Luis Obispo,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Mateo,2015,Race/ethnicity,Black,All ages,22,9.9,
Santa Barbara,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Clara,2015,Race/ethnicity,Black,All ages,79,16,
Santa Cruz,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Shasta,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sierra,2015,Race/ethnicity,Black,All ages,0,0,
Siskiyou,2015,Race/ethnicity,Black,All ages,0,0,
Solano,2015,Race/ethnicity,Black,All ages,66,11.9,
Sonoma,2015,Race/ethnicity,Black,All ages,16,21.9,
Stanislaus,2015,Race/ethnicity,Black,All ages,44,33.8,
Sutter,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2015,Race/ethnicity,Black,All ages,0,0,
Trinity,2015,Race/ethnicity,Black,All ages,0,0,
Tulare,2015,Race/ethnicity,Black,All ages,12,21.9,
Tuolumne,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2015,Race/ethnicity,Black,All ages,11,,Rate not available due to statistical instability
Yolo,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2015,Race/ethnicity,Hispanic,All ages,9032,6.5,
Alameda,2015,Race/ethnicity,Hispanic,All ages,292,8,
Alpine,2015,Race/ethnicity,Hispanic,All ages,0,0,
Amador,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2015,Race/ethnicity,Hispanic,All ages,11,,Rate not available due to statistical instability
Calaveras,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2015,Race/ethnicity,Hispanic,All ages,223,9.1,
Del Norte,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2015,Race/ethnicity,Hispanic,All ages,27,13,
Fresno,2015,Race/ethnicity,Hispanic,All ages,519,10,
Glenn,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Imperial,2015,Race/ethnicity,Hispanic,All ages,146,8.8,
Inyo,2015,Race/ethnicity,Hispanic,All ages,0,0,
Kern,2015,Race/ethnicity,Hispanic,All ages,202,4.8,
Kings,2015,Race/ethnicity,Hispanic,All ages,73,12.1,
Lake,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2015,Race/ethnicity,Hispanic,All ages,3506,7.7,
Madera,2015,Race/ethnicity,Hispanic,All ages,48,5,
Marin,2015,Race/ethnicity,Hispanic,All ages,14,3.3,
Mariposa,2015,Race/ethnicity,Hispanic,All ages,0,0,
Mendocino,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2015,Race/ethnicity,Hispanic,All ages,97,7.1,
Modoc,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2015,Race/ethnicity,Hispanic,All ages,0,0,
Monterey,2015,Race/ethnicity,Hispanic,All ages,146,7.4,
Napa,2015,Race/ethnicity,Hispanic,All ages,16,4.3,
Nevada,2015,Race/ethnicity,Hispanic,All ages,0,0,
Orange,2015,Race/ethnicity,Hispanic,All ages,459,4.8,
Placer,2015,Race/ethnicity,Hispanic,All ages,15,3,
Plumas,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2015,Race/ethnicity,Hispanic,All ages,432,4.3,
Sacramento,2015,Race/ethnicity,Hispanic,All ages,193,6.2,
San Benito,2015,Race/ethnicity,Hispanic,All ages,16,4.3,
San Bernardino,2015,Race/ethnicity,Hispanic,All ages,553,5.7,
San Diego,2015,Race/ethnicity,Hispanic,All ages,628,5.9,
San Francisco,2015,Race/ethnicity,Hispanic,All ages,107,9.5,
San Joaquin,2015,Race/ethnicity,Hispanic,All ages,136,5.3,
San Luis Obispo,2015,Race/ethnicity,Hispanic,All ages,19,3.2,
San Mateo,2015,Race/ethnicity,Hispanic,All ages,97,5.9,
Santa Barbara,2015,Race/ethnicity,Hispanic,All ages,79,4.2,
Santa Clara,2015,Race/ethnicity,Hispanic,All ages,335,7.6,
Santa Cruz,2015,Race/ethnicity,Hispanic,All ages,32,4.5,
Shasta,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sierra,2015,Race/ethnicity,Hispanic,All ages,0,0,
Siskiyou,2015,Race/ethnicity,Hispanic,All ages,0,0,
Solano,2015,Race/ethnicity,Hispanic,All ages,29,3.3,
Sonoma,2015,Race/ethnicity,Hispanic,All ages,55,4.3,
Stanislaus,2015,Race/ethnicity,Hispanic,All ages,128,6.3,
Sutter,2015,Race/ethnicity,Hispanic,All ages,14,4.9,
Tehama,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2015,Race/ethnicity,Hispanic,All ages,0,0,
Tulare,2015,Race/ethnicity,Hispanic,All ages,168,5.8,
Tuolumne,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2015,Race/ethnicity,Hispanic,All ages,125,3.9,
Yolo,2015,Race/ethnicity,Hispanic,All ages,25,4.5,
Yuba,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2015,Race/ethnicity,Asian/PI,All ages,2512,4.8,
Alameda,2015,Race/ethnicity,Asian/PI,All ages,244,5.9,
Alpine,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Amador,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Butte,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
